"category","headline","authors","link","short_description","date"
"WEDDINGS","Futurama Proposal: Man Pops The Question In Binary Code","","https://www.huffingtonpost.com/entry/geeky-wedding-proposals_us_5b9b4be7e4b03a1dcc767048","We've seen plenty of nerdy engagements before, but this man's unique binary code proposal takes the cake. Seem strange? Maybe","2012-02-08"
"WELLNESS","5 Things You Should Do Every Morning","Andrea Metcalf, Contributor\nHealthy Living, Certified Trainer, Author, Speaker","https://www.huffingtonpost.com/entry/five-things-you-should-do_us_5b9b4be7e4b03a1dcc767053","You can try these simple steps to keep your mornings on track and start the day for a happier, more successful start.","2012-02-08"
"PARENTING","Facebook Nurse-In: 60 Breastfeeding Moms Protest At Facebook Headquarters","","https://www.huffingtonpost.com/entry/facebook-nurse-in-60-brea_us_5b9b4be7e4b03a1dcc76705d","Ten days later, Kwasnica had a conference call with Facebook but said the censorship continued. She decided to move forward","2012-02-08"
"WEDDINGS","The Death (and Life) Of Marriage In America","","https://www.huffingtonpost.comhttp://www.theatlantic.com/business/archive/2012/02/the-death-and-life-of-marriage-in-america/252640/","National Marriage Week USA kicks off today, and for many people, a national booster movement for marriage could not come","2012-02-08"
"STYLE & BEAUTY","A Stylish Glimpse Ahead","Stephanie Winston Wolkoff, Contributor\nPresident & CEO, SWW Creative","https://www.huffingtonpost.com/entry/post_us_5b9b4bd0e4b03a1dcc766fb7","The Monday before New York fashion week, at 11am prompt, Vogue's editorial team religiously met to discuss the upcoming season. Much the impatient leader, Anna Wintour, my boss, always wanted to have access to 7th Avenue's hidden secrets  before they hit the runway.","2012-02-08"
"HOME & LIVING","Marlon Brando Couch Lawsuit: Furniture Company Sued For Using Actor's Name","","https://www.huffingtonpost.com/entry/marlon-brando-couch-lawsuit_us_5b9b4bf1e4b03a1dcc7670d6","In this week's couch-related celebrity news, the Ashley Furniture Company has been forced to pay Marlon Brando's estate $356,000","2012-02-08"
"WEDDINGS","Getting Married In Jamaica: A Huffington Post Guide","Seed, Seed","https://www.huffingtonpost.com/entry/marriage-in-jamaica_us_5b9b4bf2e4b03a1dcc7670e2","Learn more about getting married abroad here. Additional Information Marriage licenses expire in Jamaica after three months","2012-02-08"
"WEDDINGS","Getting Married In Japan","Seed, Seed","https://www.huffingtonpost.com/entry/getting-married-in-japan_us_5b9b4bf2e4b03a1dcc7670ee","View the full set of laws and regulations regarding marriage in Japan. The Marriage Certificate Japanese municipal government","2012-02-08"
"WEDDINGS","Howie Mandel Flash Mob Proposal Featured On 'Anderson' (VIDEO)","","https://www.huffingtonpost.com/entry/flash-mob-proposal-anderson_us_5b9b4bf2e4b03a1dcc7670f5","Anderson Cooper may be known for his hard-hitting news stories, but the veteran CNN reporter also seems to have a soft-spot","2012-02-08"
"WEDDINGS","Getting Married In Italy","Seed, Seed","https://www.huffingtonpost.com/entry/getting-married-in-italy_us_5b9b4bf1e4b03a1dcc7670c1","Legal Documentation Individuals marrying in Italy must submit a Nulla Osta form -- along with a $50 fee -- that verifies","2012-02-08"
"WEDDINGS","Getting Married In India","Seed, Seed","https://www.huffingtonpost.com/entry/getting-married-in-india_us_5b9b4bf1e4b03a1dcc7670cd","Learn more about getting married abroad here. Same-Sex Marriage Same-sex marriage is not legal in India. In 2009, India's","2012-02-08"
"STYLE & BEAUTY","Kate Middleton Visit To Lucien Freud Exhibit Marks Duchess' First Solo Appearance (PHOTOS)","Ellie Krupnick","https://www.huffingtonpost.com/entry/kate-middleton-lucien-freud_us_5b9b4bcfe4b03a1dcc766fad","But as she settles into her role as a royal, the Duchess of Cambridge is stepping out solo for her first public engagements","2012-02-08"
"WEDDINGS","5 Ways To Have A Seamless Wedding Weekend","","https://www.huffingtonpost.comhttp://www.fox14tv.com/story/16634995/5-ways-to-have-a-seamless-wedding-weekend","How to guarantee your guests have a ball without driving yourself crazy? We asked all-star wedding planners to dish it, and","2012-02-08"
"WELLNESS","The Best And Worst Burgers","","https://www.huffingtonpost.com/entry/best-worst-burgers_us_5b9b4a74e4b03a1dcc7661e6","By Amanda MacMillan Who doesn't love a good burger? Unfortunately, not all hamburgers, or even turkey or veggie burgers, are","2012-02-08"
"WELLNESS","Keep Your Romance Hot","Deborah Schoeberlein David, Contributor\nAuthor, 'Living Mindfully""  and ""Mindful Teaching and Teaching...","https://www.huffingtonpost.com/entry/romantic-relationship_us_5b9b4a67e4b03a1dcc7661aa","According to my grandma, ""A good romantic relationship takes effort, not work.""  How's that for a pearl of wisdom with terrifying implications?","2012-02-08"
"WEDDINGS","Getting Married In Illinois","Seed, Seed","https://www.huffingtonpost.com/entry/getting-married-in-illinois_us_5b9b4aa6e4b03a1dcc766439","Age Requirement The legal -- or majority -- age to get married in Illinois is 18. Applicants who are 16 or 17 years old may","2012-02-08"
"STYLE & BEAUTY","Older Women, Longer Hair: Demi Moore, SJP And 19 Others Go To Great Lengths","Simone Kitchens","https://www.huffingtonpost.com/entry/older-women-long-hair_us_5b9b4a9ce4b03a1dcc7663e7","Also, check out our video on getting your foundation right -- no matter what type of coverage you need. We've taken a closer","2012-02-08"
"WELLNESS","Is Your Love Life Worthy of Valentines Day?","David Wygant, Contributor\nDating and relationship coach, author","https://www.huffingtonpost.com/entry/relationship-advice_us_5b9b4aa0e4b03a1dcc766411","So many of us stay in relationships when we're not happy. We want to leave, but we don't think we deserve to be happy deep down. We don't feel like there's anybody better for us, so we settle for somebody that is so wrong for us in so many different ways.","2012-02-08"
"PARENTING","'Eagle Dad' Forces Son To Run Almost Naked In The Snow (VIDEO)","Jessica Samakow","https://www.huffingtonpost.com/entry/eagle-dad-son-runs-naked_us_5b9b4baee4b03a1dcc766ec9","In attempt to make his son -- who was born prematurely, and may have cerebral palsy -- as strong and healthy as ""others"", he's","2012-02-08"
"STYLE & BEAUTY","Adriana Lima, Victoria's Secret Angel, Talks Valentine's Day, Fashion Week And Chocolate With Doutzen Kroes and Lindsay Ellingson","Sarah Leon","https://www.huffingtonpost.com/entry/adriana-lima-victorias-secret_us_5b9b4baee4b03a1dcc766ed6","CELEBRITY RELATED LINKS YOU MAY LOVE: We're Obsessed With Heidi Klum's Sunglasses - FabSugar Rachel McAdams' Best Red Carpet","2012-02-08"
"STYLE & BEAUTY","CB I Hate Perfume Founder, Christopher Brosius, On Perfume Etiquette, Smelling Like Dirt (VIDEO)","Simone Kitchens","https://www.huffingtonpost.com/entry/cb-i-hate-perfume_us_5b9b4bbae4b03a1dcc766f6f","In a former life, perfumer and CB I Hate Perfume founder, Christopher Brosius was a cab driver in New York City. There he","2012-02-08"
"DIVORCE","The Six Personal Traits That Help Women Successfully Survive Divorce","","https://www.huffingtonpost.comhttp://www.forbes.com/sites/jefflanders/2012/02/07/the-six-personal-traits-that-help-women-successfully-survive-divorce/","Every woman who walks into our office wants an answer to the exact same question. She wants to know this: Will my family","2012-02-08"
"WELLNESS","Patient Communication Study Shows Doctors Regularly Withhold Truth","Catherine Pearson","https://www.huffingtonpost.com/entry/patient-communication-study-doctors-truth_us_5b9b4babe4b03a1dcc766e97","Additionally, 35 percent of the doctors said they did not ""completely agree"" that they should disclose their financial relationships","2012-02-08"
"WELLNESS","How Rap Music Can Keep Blood Vessels From Bursting","","https://www.huffingtonpost.comhttp://www.everydayhealth.com/heart-health/0208/how-rap-music-can-keep-blood-vessels-from-bursting.aspx?xid=tw_everydayhealth_20120208_rapmusic","What do rappers Drake, Jay-Z, and Kanye West have in common? Aside from their occupations and celebrity status, they can","2012-02-08"
"DIVORCE","5 Post-Divorce Insurance Do's And Don'ts","","https://www.huffingtonpost.comhttp://money.msn.com/saving-money-tips/post.aspx?post=130c1f52-5797-451a-9f77-b5dfe1fd6e72","While lovebirds are nesting in honor of Valentine's Day, the less lucky in love may be planning a hasty -- or not so hasty","2012-02-08"
"PARENTING","8 Ways to Mess Up Your Kids","Margaret Paul, PhD , Contributor\nBest-selling author, seminar leader and co-creator of Inner Bo...","https://www.huffingtonpost.com/entry/8-ways-to-mess-up-your-ki_us_5b9b4ab5e4b03a1dcc766516","Make sure you provide no role modeling of personal responsibility for your own feelings, instead being a victim and blaming","2012-02-08"
"STYLE & BEAUTY","Chambray Dress: How To Wear One Piece Five Ways (PHOTOS)","Sarah Leon","https://www.huffingtonpost.com/entry/chambray-dress_us_5b9b4ac2e4b03a1dcc766558","Take a look at how we styled this dress over the course of a week. How would you wear this dress? FASHION RELATED LINKS YOU","2012-02-08"
"WELLNESS","Day 8: Know the 7 Symptoms of Women's Heart Attack","Suzanne O'Malley, Contributor\nAuthor, Screenwriter, Yale University Lecturer","https://www.huffingtonpost.com/entry/heart-month_us_5b9b4ab8e4b03a1dcc76654b","Patricia Butts, First Lady of Harlem's Abyssinian Baptist Church, has written rap lyrics to help women remember the seven signs of a woman's heart attack -- not the same as for a man.","2012-02-08"
"WELLNESS","David Oliver: A Different Kind of Courage","David Casarett MD, Contributor\nThe cannabis nerd","https://www.huffingtonpost.com/entry/patients-courage_us_5b9b4a85e4b03a1dcc766342","I often hear my patients and their families talk about courage. They say that someone faced his illness courageously, for instance. When they talk about courage, though, they're usually talking about a very specific kind of courage that has to do with the way that a patient is struggling with an illness.","2012-02-08"
"WELLNESS","Exercise Prevents Dementia-Related Death According to Study","","https://www.huffingtonpost.com/entry/exercise-prevents-dementia_us_5b9b4a75e4b03a1dcc766205","While cardiovascular and cancer deaths are on the decline, deaths from dementia and Alzheimer's are on the rise. According","2012-02-08"
"TRAVEL","7 Sumptuous Suites For Your Sweetheart (PHOTOS)","Room 77, Contributor\nHotel search","https://www.huffingtonpost.com/entry/7-sumptuous-suites-for-sweethearts_us_5b9b4a87e4b03a1dcc76634f","If you're tired of the same ole' box of chocolates or the requisite heart-shaped pendant from the mall, it's time to step up the romance factor in a different way: Pack your bags, grab your sweetie and jet off for a stay at any one of these romantic hotels.","2012-02-08"
"STYLE & BEAUTY","A Valentine to Pregnant Women","Len Filppu, Contributor\nAuthor of PRIME TIME DADS 49 Reasons to Embrace Midlife Father...","https://www.huffingtonpost.com/entry/an-admirers-valentine-to_us_5b9b4a79e4b03a1dcc766220","Pregnant women glow vibrantly with nature's life-enhancing hormones.  Bursting with vitality, naturally content within their unique state, they exude an attractive optimistic happiness.  And they are sexy.  Yes, sexy.","2012-02-08"
"TRAVEL","America's Most Romantic Hotels, According To TripAdvisor Survey (PHOTOS)","","https://www.huffingtonpost.com/entry/americas-most-romantic-ho_us_5b9b4a67e4b03a1dcc76618c","Feeling inspired? All photos courtesy of TripAdvisor. If it's time to pop the question, here's Cheapflight's list of the","2012-02-08"
"STYLE & BEAUTY","New York Fashion Week: Ankles Are The New Erogenous Zone (PHOTOS)","Christina Anderson","https://www.huffingtonpost.com/entry/new-york-fashion-week-steven-alan_us_5b9b4b66e4b03a1dcc766d76","Pants were cropped with just a touch of skin peeking out. Paired with patent-leather, laceup oxfords (my podiatrist will","2012-02-08"
"TRAVEL","Burkina Faso: Night Falls In Africa","","https://www.huffingtonpost.comhttp://fathomaway.com/postcards/quirk/hanging-out-ouagadougou-burkina-faso/","OUAGANDOUGOU, Burkina Faso – Finding your way around Ouagadougou, the capital of Burkina Faso, should be easy to do. Wide","2012-02-08"
"STYLE & BEAUTY","Stacy London: I Hated Gwyneth Paltrow's Pink Oscar Gown (PHOTO, POLL)","Jessica Misener","https://www.huffingtonpost.com/entry/stacy-london-gwyneth-paltrow_us_5b9b4b4ee4b03a1dcc766d35","Click over to Us Weekly to read which Oscars gowns Stacy actually loved, and check out Gwyneth's dress below... was it really","2012-02-08"
"WELLNESS","Soda Consumption Linked To Asthma, COPD, Study Says","Tara Kelly","https://www.huffingtonpost.com/entry/soft-drinks-linked-to-asthma_us_5b9b4b4ee4b03a1dcc766d3e","Australian researchers analyzed the health and soda drinking habits of 16,907 people age 16 or older in southern Australia","2012-02-08"
"STYLE & BEAUTY","Whitney Port & Tyson Beckford Named New Judges Of 'Britain And Ireland's Next Top Model' (VIDEO, POLL)","Michelle Manetti","https://www.huffingtonpost.com/entry/britain-and-ireland-next-top-model-judges_us_5b9b4b4ee4b03a1dcc766d4f","For many, this comes as a surprise, as it was rumored ""E!'s Fashion Police"" member Kelly Osbourne would be the newest judge","2012-02-08"
"FOOD & DRINK","10 Aphrodisiac Foods To Eat This Valentine's Day (Photos)","Kitchen Daily, Kitchen Daily","https://www.huffingtonpost.com/entry/aphrodisiac-foods_us_5b9b4b82e4b03a1dcc766dbd","There are certain ingredients that have long been called aphrodisiacs -- having the ability to fire up passion and desire","2012-02-08"
"STYLE & BEAUTY","The Best Fashion Week Food Spots","Tanya Steel, Contributor\nEditor-in-Chief of Epicurious.com, Gourmet.com and Gourmet Live","https://www.huffingtonpost.com/entry/the-best-fashion-week-foo_us_5b9b4b82e4b03a1dcc766dc4","Fashionistas get asked the same question ten times a day: ""Where did you get those shoes?"" I get asked a different question ten times a day: ""Where should I eat in New York?"" As someone who grew up here and has been tracking restaurant trends for longer than some supermodels have been alive, I always have about a hundred answers.","2012-02-08"
"FOOD & DRINK","Breakfast In Bed Recipes For Valentine's Day","Kitchen Daily, Kitchen Daily","https://www.huffingtonpost.com/entry/breakfast-in-bed-recipes_us_5b9b4b9be4b03a1dcc766df5","Valentine's Day is the perfect opportunity to enjoy a sit-down breakfast with your significant other -- just this one day","2012-02-08"
"STYLE & BEAUTY","Victoria Beckham Oscar Dresses In High Demand: REPORT","Ellie Krupnick","https://www.huffingtonpost.com/entry/victoria-beckham-oscar-dresses_us_5b9b4b9ae4b03a1dcc766de6","The British designer may be included in the list of red carpet credits when Hollywood's biggest stars hit the Oscars in two","2012-02-08"
"WELLNESS","Transforming Pain Relief: The First Steps","Peter Abaci, MD, Contributor\nDr. Abaci is a pain specialist, author, Medical Director of th...","https://www.huffingtonpost.com/entry/chronic-pain_us_5b9b4a1ce4b03a1dcc765f02","The logical thing to do as part of our pain management transformation is to make weight management an inherent part of pain education, treatment and prevention.","2012-02-08"
"WELLNESS","The Phoenix Generation: The Rise of Those Who Will Change the World","Kingsley Dennis, Ph.D., Contributor\nSociologist, writer, co-founder of WorldShift International","https://www.huffingtonpost.com/entry/change-the-world_us_5b9b4a19e4b03a1dcc765ec6","The world we live in now is changing rapidly. The normal state of affairs is not the static and stationary that we sometimes view our lives to be, but of flux and flow.","2012-02-08"
"TRAVEL","The Gay Traveler: Flash Sales Take On The Hotel Industry","Dane Steele Green, Contributor\nPresident & CEO - Steele Luxury Travel","https://www.huffingtonpost.com/entry/the-gay-traveler-flash-sales-take-on-hotels_us_5b9b49ffe4b03a1dcc765c6c","Online booking sites like Priceline.com and Hotwire.com have been helping hotels fill empty rooms at steep discounts for years now. But with recessionary times, come recessionary opportunities to take advantage of consumer's penny pinching desires, and a rash of companies are jumping in the game.","2012-02-08"
"STYLE & BEAUTY","Vintage Chanel Ad: From Our Network","","https://www.huffingtonpost.comhttp://coutureetcuisine.com/2012/01/09/chanel-beaute/","From Couture Et Cuisine: A little vintage Chanel for you... Courtesy photo Read more on Chanel Beauté","2012-02-08"
"STYLE & BEAUTY","Keeping It Mellow In Yellow: From Our Network","","https://www.huffingtonpost.comhttp://blog.homerunballerina.com/2012/02/perks-of-job.html","From Homerun Ballerina: i've been rather delighted to find that the other girls who i share a kitchen with are unendingly","2012-02-08"
"STYLE & BEAUTY","Celine Pre-Fall 2012: From Our Network","","https://www.huffingtonpost.comhttp://takeadragortwo.com/2012/01/26/celine-pre-fall-2012/","From Take A Drag Or Two: Celine Pre-Fall 2012 Courtesy photo Read more on takeadragortwo.com","2012-02-08"
"WEDDINGS","How To Tell If A Friend Is Bridesmaid-Worthy","Meredith Bodgas, Contributor\nBlogger, MeritalBliss.com","https://www.huffingtonpost.com/entry/how-to-tell-if-a-friend-i_us_5b9b4a01e4b03a1dcc765ca1","Brides often forget to consider these qualities before issuing that all-important invitation to be a bridesmaid. Check out this checklist.","2012-02-08"
"PARENTING","Books, Books, Books!","Dr. Rebecca Palacios, Contributor\nSenior Curriculum Advisor at Age of Learning / ABCmouse.com","https://www.huffingtonpost.com/entry/books-books-books_us_5b9b49fde4b03a1dcc765bee","When we provide children the gift of books and language, we are providing them with imaginative experiences that are important in building a nation of creative thinkers and innovators.","2012-02-08"
"STYLE & BEAUTY","Hat Hairstyles: Jordan Of Ramshackle Glam Shows Us 5 Looks","Sarah St. Lifer","https://www.huffingtonpost.com/entry/hat-hairstyles_us_5b9b49fde4b03a1dcc765bf3","While there are loads of on-trend hat choices out there -- fedoras, floppy wide-brims and ball caps, to name a few -- there's","2012-02-08"
"WELLNESS","Green Tea Could Help Functioning In Old Age: Study","Amanda L. Chan","https://www.huffingtonpost.com/entry/green-tea-functioning-old-age_us_5b9b4994e4b03a1dcc765816","Green tea has long been eyed for possible health benefits, including its potential to decrease the risk of certain cancers","2012-02-08"
"WELLNESS","Does Your Love Have a Place to Land?  5 Basic Steps to the Cure","Dr. Cara Barker, Contributor\nAuthor, Analyst, Keynotes, Founder of The Love Project, Love F...","https://www.huffingtonpost.com/entry/valentines-day_us_5b9b4997e4b03a1dcc7658a0","When it comes to expressing the truth in our heart, love cannot be commissioned.  Love cannot be purchased.  Love must have an open space, a safe place in which to land, tell its truth, and have room to breathe without demands or the need for defense.","2012-02-08"
"STYLE & BEAUTY","Victoria, Harper Beckham Match In Plaid (PHOTOS)","Ellie Krupnick","https://www.huffingtonpost.com/entry/victoria-harper-beckham-match_us_5b9b4ab2e4b03a1dcc7664bc","The seven-month-old turned up at LAX airport with her mother, Victoria, in coordinating plaid. The pop star-turned-designer","2012-02-07"
"STYLE & BEAUTY","Michelle Williams Frolics In A Cemetery For Boy By Band Of Outsiders Lookbook (PHOTOS)","Jessica Misener","https://www.huffingtonpost.com/entry/michelle-williams-band-of-outsiders_us_5b9b4ab4e4b03a1dcc7664ca","Michelle Williams and her cute pixie cut are the face of Boy by Band of Outsiders. In the summery photos, the ""My Week With","2012-02-07"
"DIVORCE","How To Save On Legal Fees In A Divorce","","https://www.huffingtonpost.comhttp://www.divorcemag.com/articles/Separation_Divorce_Process/top_ten_tips.html","When it becomes clear that your marriage is over, and no amount of pretense or counseling can fix what is broken, you'll","2012-02-07"
"WEDDINGS","What's Next With Prop 8 For Same-Sex Couples?","Bernadette Coveney Smith, Contributor\nGay wedding planner, educator and expert","https://www.huffingtonpost.com/entry/whats-next-with-prop-8-fo_us_5b9b4a89e4b03a1dcc766375","The Federal Ninth Circuit Court of Appeals upheld the unconstitutionality of Proposition 8 today in California. That's a very good thing. But don't rush off to get married quite yet...","2012-02-07"
"WELLNESS","Anthrax's Toxicity Depends On Our Genes, Study Finds","Amanda L. Chan","https://www.huffingtonpost.com/entry/anthrax-toxicity-genes-genetics_us_5b9b4a89e4b03a1dcc76637e","“We already knew that infection by the same organism in different people can have very different outcomes,” David Relman","2012-02-07"
"DIVORCE","Separating Couples 'Will Have To Go To Mediation' Before Being Granted A Divorce","","https://www.huffingtonpost.comhttp://www.dailymail.co.uk/news/article-2097489/Separating-couples-to-mediation-granted-divorce.html#ixzz1litQeCtF","Separating couples are to be forced to go to mediation before turning to the courts in the biggest shake-up of family law","2012-02-07"
"PARENTING","How Good Habits Can Make You A Highly Productive Parent","","https://www.huffingtonpost.comhttp://www.lifehack.org/articles/lifestyle/how-good-habits-can-make-you-a-highly-productive-parent.html","Often I come across highly productive people in their business environment whose home life can only be described as horrendous","2012-02-07"
"WEDDINGS","Sex In Marriage: Survey Reveals What Women Want","","https://www.huffingtonpost.com/entry/sex-in-marriage-study-rev_us_5b9b4aa7e4b03a1dcc766443","For tips on how to spice up your sex life, check out iVillage's ""We Want Sex Week"" coverage. ""This research sets the record","2012-02-07"
"FOOD & DRINK","White Meat vs. Dark Meat: How To Cook Each To Perfection","Joseph Erdos","https://www.huffingtonpost.com/entry/white-meat-vs-dark-meat_us_5b9b4a8ae4b03a1dcc7663ac","It seems most people overwhelmingly choose white meat over dark. No wonder they sell skinless, boneless chicken breast at","2012-02-07"
"HOME & LIVING","5 New Uses For Beer","Chris Barnes, Contributor\nNon-Profit Public Relations Specialist","https://www.huffingtonpost.com/entry/new-uses-for-beer_us_5b9b4a8ae4b03a1dcc7663ba","Growing up with many German relatives, I knew from an early age that beer was very important to people. But as an adult, I","2012-02-07"
"FOOD & DRINK","12 Valentine's Day Chocolate Gift Ideas","Kitchen Daily, Kitchen Daily","https://www.huffingtonpost.com/entry/valentines-day-chocolate_us_5b9b4a83e4b03a1dcc7662c9","With 36 million heart-shaped boxes of chocolate projected to be sold for Valentine's Day, we can confidently say that many","2012-02-07"
"DIVORCE","Ben Harper Reconciling With Laura Dern?","","https://www.huffingtonpost.com/entry/ben-harper-reconciling_us_5b9b4a84e4b03a1dcc76631f","Dern and Harper aren't the first celebrity couple to reconcile after filing divorce docs. Check out the slideshow below to","2012-02-07"
"PARENTING","Are The French Really Better Parents? A Different View From Paris","Paige Bradley Frost, Contributor\nBlogger, ParisDejaVu","https://www.huffingtonpost.com/entry/french-better-parents_us_5b9b4aade4b03a1dcc76648a","As an American mom raising my own children in Paris, I agree that the French do parent differently. Very differently. But the relevant question here is not how is it different but why?","2012-02-07"
"DIVORCE","Kim Kardashian Divorce: Marriage Was 'Real' For Kris Humphries","","https://www.huffingtonpost.com/entry/kim-kardashian-divorce_us_5b9b4aade4b03a1dcc766493","The reality star filed for divorce from Humphries in October 2011, just 72 days after their estimated $10 million dollar","2012-02-07"
"WELLNESS","Surprising Reasons You're Tired All The Time","","https://www.huffingtonpost.comhttp://todayhealth.today.msnbc.msn.com/_news/2012/02/07/10333963-surprising-reasons-youre-tired-all-the-time","We all tend to blame fatigue on a too-busy lifestyle. And much of the time we're right. If you feel tired all the time, don't","2012-02-07"
"STYLE & BEAUTY","John Galliano Surfaces In London In Rare Post-Scandal Appearance","Jessica Misener","https://www.huffingtonpost.com/entry/john-galliano-surfaces_us_5b9b4aa0e4b03a1dcc766404","Nearly a year after his very public fall from grace and subsequent hiatus from his formerly bustling social life, former","2012-02-07"
"PARENTING","Amy Zvovushe, Pregnant Woman, Asked To Resign Instead Of Take Maternity Leave","Jessica Samakow","https://www.huffingtonpost.com/entry/pregnant-woman-fired_us_5b9b4ab5e4b03a1dcc7664fb","""You don't receive protection under FMLA so technically if you don't come to work ... it doesn't matter whether you're having","2012-02-07"
"WELLNESS","The Urgent Need For More Public Awareness About Insomnia","","https://www.huffingtonpost.comhttp://www.theatlantic.com/health/archive/2012/02/the-urgent-need-for-more-public-awareness-about-insomnia/252504/","Insomnia is the most common sleep disorder. Approximately 25 percent of the adult population suffer from sleeping problems","2012-02-07"
"STYLE & BEAUTY","Jennifer Aniston InStyle Cover March 2012: Everyone Else Can Just Go Home (PHOTOS)","Jessica Misener","https://www.huffingtonpost.com/entry/jennifer-aniston-instyle-march-2012_us_5b9b4a80e4b03a1dcc7662a2","It's not like the new Jennifer issue appears to have any salacious new quotes, from what we can tell -- she shoots down the","2012-02-07"
"WEDDINGS","Super Bowl 2012 Proposal: Giants Linebacker Greg Jones Pops The Question (VIDEO)","","https://www.huffingtonpost.com/entry/giants-linebacker-greg-jo_us_5b9b4a80e4b03a1dcc7662a7","After winning his first Super Bowl on Sunday night, New York Giants' rookie linebacker Greg Jones surprised his girlfriend","2012-02-07"
"STYLE & BEAUTY","New York Fashion Week Fall 2012: Designers Reveal Their Sketches","Sarah Leon","https://www.huffingtonpost.com/entry/new-york-fashion-week-sketches_us_5b9b4a79e4b03a1dcc766217","New York Fashion Week might not officially begin until Thursday, but we’ve got a sneak peek at what some of the biggest designers","2012-02-07"
"WELLNESS","Qutenza, Chili Pepper Drug, Gets Mixed Review For Treating HIV-Related Pain","Reuters, Reuters","https://www.huffingtonpost.com/entry/qutenza-chili-pepper-drug-hiv_us_5b9b4a67e4b03a1dcc76619d","On Tuesday, Food and Drug Administration reviewers said in a report that the Qutenza patch produced statistically significant","2012-02-07"
"FOOD & DRINK","Valentine's Day Cocktail Recipes","Kitchen Daily, Kitchen Daily","https://www.huffingtonpost.com/entry/valentines-day-cocktail-recipes_us_5b9b4a5de4b03a1dcc766164","Valentine's is made all the more special when you take the opportunity to show your special someone you care. If you're already","2012-02-07"
"STYLE & BEAUTY","Beyonce Makes First Post-Baby Appearance In Hot Red Dress At Jay-Z Carnegie Hall Concert (PHOTOS)","Julee Wilson","https://www.huffingtonpost.com/entry/beyonce-first-post-baby-appearance_us_5b9b4a60e4b03a1dcc766176","Proud papa Jay-Z dedicated the concert to their daughter and after singing ""Glory,"" the song he wrote for Blue Ivy, the rapper","2012-02-07"
"PARENTING","When Your Child's Best Friend Is Make-Believe","Lisa Belkin, Contributor\nSenior Columnist, The Huffington Post","https://www.huffingtonpost.com/entry/imaginary-friends_us_5b9b4918e4b03a1dcc76524f","Plosheye was my brother's best friend and the two would talk by phone for hours, while my parents watched, and grinned. Once in awhile I asked for a turn, but my attempts at conversation were met with silence. He's shy, my mother would say. He doesn't like you, my brother would declare. Eventually it occurred to me that he didn't actually exist.","2012-02-07"
"HOME & LIVING","New Study Says Patterned Rugs Can Cause Seasickness","Diana N. Nguyen","https://www.huffingtonpost.com/entry/pattern-rugs-seasickness-study_us_5b9b4963e4b03a1dcc765580","What is the possible benefit of this new find? Well, ""It's making me seasick,"" is the perfect excuse to get rid of a patterned","2012-02-07"
"STYLE & BEAUTY","Got Dumped? 7 Steps to Being Better Instead of Bitter","Bree Maresca-Kramer, Contributor\nRelationship Expert & Pop Culture Analyst","https://www.huffingtonpost.com/entry/got-dumped-7-steps-to-bei_us_5b9b4964e4b03a1dcc7655de","Rebuilding your life does not have to be a scary or overwhelming stage. With the right perspective it can be seen as a new adventure -- an opportunity to create the life your really want to live.","2012-02-07"
"PARENTING","Is This the Future of American Values?","Dr. Jim Taylor, Contributor\nSport psychologist, parenting expert, professor, author, speak...","https://www.huffingtonpost.com/entry/is-this-the-future-of-ame_us_5b9b496ae4b03a1dcc7656b8","Am I optimistic about future generations of our children? It all depends on whether parents are ready to step up and do what's best for their children.","2012-02-07"
"WELLNESS","How to Deal With Grief","Sandra Ingerman, Contributor\nAuthor, Mental Health Counselor, Traumatic Stress Expert","https://www.huffingtonpost.com/entry/how-to-deal-with-grief_us_5b9b4a0de4b03a1dcc765e51","When we try to stop grief we try to stop growth. And when we look to nature, life that does not continue to grow, dies. The state of grief, no matter how bad it feels, is so filled with life. Grief helps to create more space inside of us that allows life force to flow through.","2012-02-07"
"STYLE & BEAUTY","'The Bachelor' Season 16, Ep. 6 Style Recap: Loincloths & Toplessness (PHOTOS)","Ellie Krupnick, Contributor\nSenior Editor of Viral Content and Strategy, The Huffington Post","https://www.huffingtonpost.com/entry/the-bachelor-season-16-episode-6_us_5b9b4a0ae4b03a1dcc765d4d","But never fear: alluring is Blakeley's strong suit. The bronzed, shellacked contestant embarked on the dreaded two-on-one","2012-02-07"
"TRAVEL","Diane Disney Miller Remembers Dad: Walt's Secret Disneyland Apartment, His Passions & More (PHOTOS)","Jordan Zakarin","https://www.huffingtonpost.com/entry/walt-disneys-secret-disneyland-apartment-diane-disney-miller_us_5b9b4a1ce4b03a1dcc765eec","PHOTOS: Watch a video with a short tour of the apartment, and then check out intimate photos of Walt and his family. Did","2012-02-07"
"STYLE & BEAUTY","Dr. Drew Partners With Nivea For 'Million Moments Of Touch' Campaign","Erin Clements","https://www.huffingtonpost.com/entry/nivea-million-moments-of-touch_us_5b9b4a1ce4b03a1dcc765ef7","To help couples reconnect, Nivea is offering a daily Facebook contest to win an all-expenses-paid date night. And comely","2012-02-07"
